P15,220
P16,0.00000382
P18,21.8
P19,0.895
P20,171
P21,618.5
P22,588
P23,649
P31,413
P30,517
P36,161.5
Hot-WorkingTemperature,371
E13,97.15
E24,0.25
E29,0.35
E26,1.0
E12,0.625
E25,0.20
"Other,each",0.050
"Other,total",0.15
E14,0.9
E22,0.15
E30,0.25
,
P1,2.69
P2,90
P3,114
P27,38.2
P28,56
P4,101
P5,220
P6,195
P7,15.0
P8,69.0
P10,0.330
P14,26.0
P15,135
P16,0.00000320
P18,21.6
P19,0.895
P20,205
P21,630.6
P22,607.2
P23,654
P30,510
P36,149
E13,98.1
